text,created_at,id,author_id,edit_history_tweet_ids,public_metrics.retweet_count_tweets,public_metrics.reply_count_tweets,public_metrics.like_count_tweets,public_metrics.quote_count_tweets,public_metrics.bookmark_count_tweets,public_metrics.impression_count_tweets,note_tweet.text_tweets,note_tweet.entities.urls_tweets,note_tweet.entities.hashtags_tweets,referenced_tweet_id,tweet_url,tweet_id,referenced_author_id,public_metrics.retweet_count_inc,public_metrics.reply_count_inc,public_metrics.like_count_inc,public_metrics.quote_count_inc,public_metrics.bookmark_count_inc,public_metrics.impression_count_inc,note_tweet.entities.mentions,note_tweet.text_inc,note_tweet.entities.hashtags_inc,note_tweet.entities.urls_inc,author_name,author_username,referenced_author_description,referenced_author_name,referenced_author_created_at,referenced_username,category,score,reasoning
"RT @MarvelousSamps1: Community building isn’t about freebies—it’s about vision. Share your principles with the right audience, and your blo…",2025-03-17T23:01:55.000Z,1901771003363270922,1536633860917796864,['1901771003363270922'],23,0,0,0,0,0,,,,1901656137046388820,https://x.com/x/status/1901771003363270922,1901656137046388820,1108478934923005953,23.0,37.0,32.0,0.0,0.0,69.0,,,,,Detailed 🫀🥀,https://x.com/69_detailed,A gentle person; but don't take it for granted🔥🔥🔥,Marvelous Joseph💰💰🚀🚀,2019-03-20T21:22:27.000Z,MarvelousSamps1,Community,2,"The tweet focuses on community building and vision, without mentioning startups or blockchain directly, hence the low score. The category 'Community' reflects the tweet's emphasis on building a community around shared principles."
"@ByCoinvo 🔥 DeFi automation is HERE! $DEFAI lets AI manage your token launch, staking, and rewards. Ready to see the future? Visit https://t.co/hdxfVLTIcP &amp; follow @Deployyyyer 

$defai",2025-03-17T23:01:19.000Z,1901770852703908166,1872143445214519296,['1901770852703908166'],0,0,0,0,0,0,,,,1901630851970142311,https://x.com/x/status/1901770852703908166,1901630851970142311,1147323428392902657,100.0,31.0,578.0,2.0,0.0,23326.0,,,,,ENVOY,https://x.com/envoy_ai_,"#Bitcoin Investor & Trader Since 2017 🚀 

Helping Projects Scale Globally 🌍 

DM for Business & Partnerships 💬",Coinvo,2019-07-06T01:56:36.000Z,ByCoinvo,DeFi Automation,8,"The tweet scores high due to its focus on DeFi automation and AI management of token launches, which is highly relevant to blockchain technology. It does not explicitly mention a startup or company name, but the mention of $DEFAI and automation tools suggests a strong connection to blockchain innovations."
"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",2025-03-17T23:02:06.000Z,1901771052684099918,998939348,['1901771052684099918'],116997,0,0,0,0,0,,,,1897692463931740500,https://x.com/x/status/1901771052684099918,1897692463931740500,1250790964161064960,116997.0,61701.0,89529.0,1802.0,2485.0,400894.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",カピバラさんTsT,https://x.com/xx_jun0805,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,2020-04-16T14:19:46.000Z,Beamable,Web3 Gaming,8,"The tweet mentions 'Beamable', a company involved in Web3 gaming, which contributes to the score. The reference to 'Web3 gaming' and the company's dashboard being live suggests a focus on this category."
"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",2025-03-17T23:02:06.000Z,1901771052684099918,998939348,['1901771052684099918'],116997,0,0,0,0,0,,,,1897692463931740500,https://x.com/x/status/1901771052684099918,1897692463931740500,1250790964161064960,116997.0,61701.0,89529.0,1802.0,2485.0,400894.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",カピバラさんTsT,https://x.com/xx_jun0805,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,2020-04-16T14:19:46.000Z,Beamable,Web3 Gaming,6,"The tweet scores +2 for mentioning Beamable, a startup, and an additional +2 for mentioning 'Web3', which relates to blockchain technology. The category 'Web3 Gaming' reflects the tweet's focus on Beamable's contribution to the evolving Web3 gaming sector."
"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",2025-03-17T23:01:59.000Z,1901771023105904852,1633428970971742209,['1901771023105904852'],116997,0,0,0,0,0,,,,1897692463931740500,https://x.com/x/status/1901771023105904852,1897692463931740500,1250790964161064960,116997.0,61701.0,89529.0,1802.0,2485.0,400894.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",Asaduzzaman,https://x.com/mAsaduzzaman20,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,2020-04-16T14:19:46.000Z,Beamable,Web3 Gaming,6,"The tweet scores +2 for mentioning 'Beamable', a startup, and an additional +2 for referencing 'Web3', which is closely related to blockchain technology. The category 'Web3 Gaming' is chosen due to the tweet's focus on Beamable's advancements in this specific area."
"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",2025-03-17T23:01:59.000Z,1901771023105904852,1633428970971742209,['1901771023105904852'],116997,0,0,0,0,0,,,,1897692463931740500,https://x.com/x/status/1901771023105904852,1897692463931740500,1250790964161064960,116997.0,61701.0,89529.0,1802.0,2485.0,400894.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",Asaduzzaman,https://x.com/mAsaduzzaman20,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,2020-04-16T14:19:46.000Z,Beamable,Web3 Gaming,6,"The tweet mentions 'Beamable', a company, and 'Web3 gaming', which is related to blockchain technology, hence a score of 6. The category 'Web3 Gaming' reflects the focus of the tweet on gaming within the Web3 ecosystem."
"RT @BabyDogeCoin: 🍀 Happy St. Patrick’s Day, BabyDoge Fam! 🍀

Today, we’re feeling extra lucky because we’ve got the best community in cryp…",2025-03-17T23:01:35.000Z,1901770919619805452,1393833272048865281,['1901770919619805452'],55,0,0,0,0,0,,,,1901750975356162230,https://x.com/x/status/1901770919619805452,1901750975356162230,1354781680943431681,55.0,50.0,299.0,2.0,0.0,8092.0,,"🍀 Happy St. Patrick’s Day, BabyDoge Fam! 🍀

Today, we’re feeling extra lucky because we’ve got the best community in crypto! 🐶💚

May your day be filled with good vibes, green gains, and a pot of BabyDoge at the end of the rainbow! 🌈🐾

Drop a 🍀 in the comments if you’re celebrating with us!",,,XXYQ,https://x.com/XxxyyyqqqqQ,Meme community on BNB for dog lovers 🐕 | World Record Holders for Dog Food Donations 🌎 | AI Image & Meme Generator 🎨 | 0% Tax | https://t.co/T3J8p3wA6s,Baby Doge,2021-01-28T13:21:45.000Z,BabyDogeCoin,Crypto,3,"The tweet mentions 'BabyDoge' and 'community in crypto', indicating a focus on cryptocurrency. It does not specifically mention a startup or blockchain technology, hence the lower score."
"RT @theionicXBT: some ‘real’ advice I would give to an 18-25 year old:

• go all in on crypto at the right time
• always be optimistic
• le…",2025-03-17T23:02:19.000Z,1901771104823198115,1212805411679559680,['1901771104823198115'],3,0,0,0,0,0,,,,1901770897658437787,https://x.com/x/status/1901771104823198115,1901770897658437787,1357767155786395653,3.0,5.0,19.0,0.0,2.0,213.0,,"some ‘real’ advice I would give to an 18-25 year old:

• go all in on crypto at the right time
• always be optimistic
• learn technical analysis
• think long term
• do not waste time
• build muscle
• learn a high-value skill
• embrace the hard shit
• don’t fear failure
• always choose the hard path
• cut out weak people
• study my pinned tweet
• keep your circle tight

Simple.",,,Dr. Crypto,https://x.com/_Doctor_Crypto_,Investor | Always 1 Step Ahead |👇🏽Free Telegram,ionicXBT,2021-02-05T19:04:59.000Z,theionicXBT,Crypto,2,"The tweet mentions crypto, which adds to the relevance score, but does not specifically mention a startup or blockchain, hence the lower score. The category 'Crypto' is chosen due to the direct reference to going all in on crypto."
"5/7 📈 So, what's next for @RWA_Inc_? The company plans to expand its partnerships with leading financial institutions, further increasing the adoption of RWA tokenization. Exciting times ahead! #RWA #Tokenization #DeFi",2025-03-17T23:02:23.000Z,1901771124561863009,1367451759598317570,['1901771124561863009'],0,1,0,0,0,0,,,,1901771119880745429,https://x.com/x/status/1901771124561863009,1901771119880745429,1367451759598317570,0.0,1.0,0.0,0.0,0.0,0.0,,,,,Ponleblack,https://x.com/ponleblack,"Do you want to join YouTube Sub 4 Sub group? Message me and , pls subscribe to my channel too https://t.co/VAENKjXqiD. thank you",Ponleblack,2021-03-04T12:29:20.000Z,ponleblack,Blockchain Company,8,"The tweet mentions @RWA_Inc_, a company focused on RWA tokenization, which is a blockchain-related activity, thus qualifying for the +4 score for mentioning a blockchain company. The mention of expansion and partnerships adds to the relevance."
"RT @SolvProtocol: Solv Protocol has successfully raised $10M in our first Bitcoin Reserve Offering (BRO), a major step toward building the…",2025-03-17T23:01:28.000Z,1901770893162082305,1900097733266206720,['1901770893162082305'],69,0,0,0,0,0,,,,1900169992953311457,https://x.com/x/status/1901770893162082305,1900169992953311457,1370632070926536704,69.0,25.0,246.0,31.0,13.0,98144.0,,,,,Omar Anderson,https://x.com/OAnderson42207,"Pioneering A Decentralized Bitcoin Reserve with SolvBTC. 
Backed by @BinanceLabs, @blockchaincap",Solv Protocol,2021-03-13T07:05:48.000Z,SolvProtocol,Blockchain Startup,8,"The tweet mentions 'Solv Protocol', which is a blockchain startup, and it also refers to a 'Bitcoin Reserve Offering', indicating a blockchain-related fundraising event. This justifies the category and a score of 8 due to the direct mention of a blockchain startup and its funding activity."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",2025-03-17T23:02:02.000Z,1901771033419370607,1893973545404735488,['1901771033419370607'],100831,0,0,0,0,0,,,,1896540250077536351,https://x.com/x/status/1901771033419370607,1896540250077536351,1388488261132238849,100831.0,2381.0,18463.0,405.0,460.0,544234.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Jose C,https://x.com/jose77521,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS Network,2021-05-01T13:39:56.000Z,CESS_Storage,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop from CESS, indicating a project in the decentralized storage space. The score reflects the relevance to blockchain technology but does not specifically mention a startup or company, hence a moderate score."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",2025-03-17T23:02:02.000Z,1901771033419370607,1893973545404735488,['1901771033419370607'],100831,0,0,0,0,0,,,,1896540250077536351,https://x.com/x/status/1901771033419370607,1896540250077536351,1388488261132238849,100831.0,2381.0,18463.0,405.0,460.0,544234.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Jose C,https://x.com/jose77521,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS Network,2021-05-01T13:39:56.000Z,CESS_Storage,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop, which is often associated with blockchain projects, but does not explicitly mention a startup or company name, hence the score of 6. The category was chosen based on the mention of 'decentralized storage' in the tweet."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",2025-03-17T23:01:27.000Z,1901770888217002041,1551243759127777280,['1901770888217002041'],100831,0,0,0,0,0,,,,1896540250077536351,https://x.com/x/status/1901770888217002041,1896540250077536351,1388488261132238849,100831.0,2381.0,18463.0,405.0,460.0,544234.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",CannaKamz,https://x.com/cannakamz,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS Network,2021-05-01T13:39:56.000Z,CESS_Storage,Decentralized Storage,6,"The tweet scores 4 for mentioning a decentralized storage solution, which is closely related to blockchain technology, and an additional 2 for the airdrop alert, indicating a promotional startup activity. The category 'Decentralized Storage' reflects the tweet's focus on CESS DeShare's decentralized storage service."
