text,author_id,created_at,id,edit_history_tweet_ids,public_metrics.retweet_count_tweets,public_metrics.reply_count_tweets,public_metrics.like_count_tweets,public_metrics.quote_count_tweets,public_metrics.bookmark_count_tweets,public_metrics.impression_count_tweets,note_tweet.entities.hashtags_tweets,note_tweet.entities.urls_tweets,note_tweet.entities.cashtags,note_tweet.entities.mentions_tweets,note_tweet.text_tweets,referenced_tweet_id,tweet_url,tweet_id,referenced_author_id,public_metrics.retweet_count_inc,public_metrics.reply_count_inc,public_metrics.like_count_inc,public_metrics.quote_count_inc,public_metrics.bookmark_count_inc,public_metrics.impression_count_inc,note_tweet.entities.mentions_inc,note_tweet.text_inc,note_tweet.entities.hashtags_inc,note_tweet.entities.urls_inc,author_name,author_username,referenced_author_created_at,referenced_author_description,referenced_username,referenced_author_name,category,score,reasoning
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1772137162835726336,2025-03-18T20:32:31.000Z,1902095796750737548,['1902095796750737548'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095796750737548,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Mitchell 🥷〽️,https://x.com/Mitchelludems,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet scores 6 due to its focus on decentralized storage and an airdrop, which indicates a blockchain-related project. It does not explicitly mention a startup or company, hence the score reflects the relevance to blockchain technology and decentralized storage."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1772137162835726336,2025-03-18T20:32:31.000Z,1902095796750737548,['1902095796750737548'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095796750737548,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Mitchell 🥷〽️,https://x.com/Mitchelludems,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet scores 6 due to its mention of decentralized storage and an airdrop, which suggests a blockchain-related project, though it doesn't explicitly mention a startup or company. The category 'Decentralized Storage' is chosen as it directly references the tweet's focus on the future of decentralized storage."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet mentions 'CESS DeShare Airdrop' and 'decentralized storage', which indicates a focus on decentralized storage solutions. The score is adjusted to 6 due to the relevance to blockchain technology and the mention of an airdrop, but it does not explicitly mention a startup or company."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop from CESS, which implies a blockchain-related project. The score is adjusted to 6 due to the clear reference to blockchain technology in the context of decentralized storage, though it does not explicitly mention a startup or company."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop, which indicates relevance to blockchain technology, though it does not explicitly mention a startup or company. The score of 6 reflects the mention of blockchain-related technology without specific reference to a startup or company."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop from CESS, which suggests a blockchain-related project. The score reflects the mention of blockchain technology in the context of storage but lacks explicit mention of a startup or company name."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet scores +2 for mentioning a specific project, CESS, which is involved in decentralized storage technology, and an additional +4 for its focus on a decentralized storage solution, though it does not explicitly mention blockchain, the context implies blockchain technology."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop, indicating relevance to blockchain technology. Although it does not directly mention a startup or company, the context suggests involvement in blockchain-related services, justifying a moderate score."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop, indicating a focus on blockchain technology, which adds to the score. The mention of 'CESS DeShare' suggests a specific project or startup in this space, further justifying the category and score."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1823322617899880448,2025-03-18T20:32:31.000Z,1902095793617879329,['1902095793617879329'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095793617879329,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Md Mominul Islam,https://x.com/MdMominulI42751,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet scores 4 for mentioning a decentralized storage project and an airdrop, indicating a blockchain-related initiative. The category is set to 'Decentralized Storage' as the tweet focuses on CESS, a project in this field."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1888220229509246976,2025-03-18T20:32:13.000Z,1902095721245110307,['1902095721245110307'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095721245110307,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Zachary Haig,https://x.com/ZHaig35496,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet scores +2 for mentioning 'CESS', which is implied to be a startup, and +4 for being about decentralized storage, a blockchain-related technology. The category reflects the tweet's focus on decentralized storage solutions."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1888220229509246976,2025-03-18T20:32:13.000Z,1902095721245110307,['1902095721245110307'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095721245110307,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Zachary Haig,https://x.com/ZHaig35496,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet mentions 'decentralized storage' and an airdrop, which is relevant to blockchain technology, hence a score of 6. It does not directly mention a startup or company, but the context suggests involvement in blockchain-related services."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1888220229509246976,2025-03-18T20:32:13.000Z,1902095721245110307,['1902095721245110307'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095721245110307,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Zachary Haig,https://x.com/ZHaig35496,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet scores 4 for mentioning a decentralized storage solution, which is closely related to blockchain technology, and an additional 2 for the mention of an airdrop, indicating a promotional aspect. The category is derived from the tweet's focus on decentralized storage and the CESS DeShare project."
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1888220229509246976,2025-03-18T20:32:13.000Z,1902095721245110307,['1902095721245110307'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095721245110307,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Zachary Haig,https://x.com/ZHaig35496,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,The tweet scores +2 for mentioning a blockchain-related service (CESS DeShare) and +4 for being about a blockchain company focused on decentralized storage. The category reflects the tweet's focus on decentralized storage solutions.
"RT @CESS_Storage: 🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Jo…",1888220229509246976,2025-03-18T20:32:13.000Z,1902095721245110307,['1902095721245110307'],106745,0,0,0,0,0,,,,,,1896540250077536351,https://x.com/x/status/1902095721245110307,1896540250077536351,1388488261132238849,106744.0,2533.0,19387.0,414.0,490.0,566117.0,,"🚀 CESS DeShare Airdrop Alert! 🚀

The future of decentralized storage is here, and we’re giving YOU a piece of it! 🎁

🔗 Join now: https://t.co/ZzojfXlOXQ

💰 Earn Free $CESS by joining our exclusive airdrop and securing your spot in the next-gen Web3 storage revolution.

🔥 Why CESS?
✅ Ultra-fast & decentralized storage network
✅ AI-powered data delivery
✅ Built for Scalability & Fast, Secure & Privacy

#CESS #Airdrop #DePIN #DeSci","[{'start': 404, 'end': 409, 'tag': 'CESS'}, {'start': 410, 'end': 418, 'tag': 'Airdrop'}, {'start': 419, 'end': 425, 'tag': 'DePIN'}, {'start': 426, 'end': 432, 'tag': 'DeSci'}]","[{'start': 129, 'end': 152, 'url': 'https://t.co/ZzojfXlOXQ', 'expanded_url': 'https://www.cess.network/deshareairdrop/login', 'display_url': 'cess.network/deshareairdrop…'}]",Zachary Haig,https://x.com/ZHaig35496,2021-05-01T13:39:56.000Z,The First Layer 1 for Infinite Data Storage & Millisecond Execution – Powering #DeSci + #AI +#DePIN Innovation. https://t.co/EDegTaGWc8 $CESS (Coming),CESS_Storage,CESS Network,Decentralized Storage,6,"The tweet scores 6 due to its mention of 'decentralized storage' and an airdrop, indicating a blockchain-related project, though it does not explicitly mention a startup or company. The category 'Decentralized Storage' reflects the tweet's focus on CESS DeShare's service."
