author_id,author_name,author_username,tweet_url,created_at,text,category,score,reasoning
1870803130679545856,Nicolás Mladinic,https://x.com/3VZnBTtJ182758,https://x.com/x/status/1887111922190872733,2025-02-05T12:11:57.000Z,"RT @JulissaSto61423: The company Haust presents a second-language project in the GEM format.

➜ https://t.co/mT5VFghrsV
   
Fz142XS @logany…",Language,1,"The tweet does not mention blockchain or startups, focusing instead on a second-language project in the GEM format, hence the low relevance score and the 'Language' category."
1861028089654067200,Oanh Tu,https://x.com/Tyetnhu123,https://x.com/x/status/1887111919414460786,2025-02-05T12:11:57.000Z,"RT @BuildOnLumia: Introducing Lumia Towers, the first ever crypto real-estate development with not one, but TWO skyscrapers. And the best p…",Crypto Real-Estate,6,"The tweet scores 6 due to its mention of 'crypto real-estate', which is closely related to blockchain technology, thus earning +4 for relevance. The category 'Crypto Real-Estate' is chosen as it directly references the tweet's focus on a new development project involving cryptocurrency."
1759029772515192832,Khabib Palte,https://x.com/palte81170,https://x.com/x/status/1887111915882885616,2025-02-05T12:11:56.000Z,"RT @linera_io: ⛓️ Gmicrochains. It’s been a monumental year for Linera.

As we wrap up 2024, we’re taking a look back at the milestones, pa…",Blockchain Startup,6,"The tweet mentions 'Linera', a blockchain startup, and includes blockchain-related terms like 'microchains', justifying the 'Blockchain Startup' category and a score of 6 due to the explicit mention of a blockchain startup."
1708465785360785408,Francis | $MAD🔺 INK Finance $QUILL 🚀DAOBase,https://x.com/FRANCISUGW1930,https://x.com/x/status/1887111913831608747,2025-02-05T12:11:55.000Z,"RT @AiWhitebridge: ⚕️ @chainhealthai  x WhiteBridge Network 🤖

We’re teaming up with ChainHealth to accelerate the adoption of AI-powered h…",Blockchain Health,6,"The tweet mentions 'ChainHealth', indicating a blockchain company focused on health, which adds 4 to the score. The collaboration with AI further contextualizes it as a health-focused blockchain initiative."
1793256082627801088,RadTard,https://x.com/MrRadTard,https://x.com/x/status/1887111912745218393,2025-02-05T12:11:55.000Z,"""Serum, Raydium, and more! 🚀 Which Solana DeFi project do you think has the most potential? Like, retweet, and share your pick! #Solana #DeFi""",DeFi,6,"The tweet mentions multiple DeFi projects on the Solana blockchain, which adds relevance. Although it doesn't specifically mention a startup or company, the focus on DeFi projects within the Solana ecosystem warrants a score of 6."
1485944762494554112,utku (erc-0/acc),https://x.com/uputkucrypto,https://x.com/x/status/1887111910685892624,2025-02-05T12:11:55.000Z,"erc-0 will make people think of ethereum as the blockchain that is powering the next banking system not some L2 provider bs

thinking outside the box is what will save ethereum

not launching L2 after L2 and dividing the users onto other chains

contracts on chain will save eth",Ethereum,6,"The tweet discusses Ethereum's potential role in future banking systems and criticizes the use of Layer 2 solutions, indicating a focus on Ethereum's core blockchain. It scores +2 for mentioning blockchain and an additional +4 for the context around Ethereum's potential as a standalone banking system."
1886822056190468098,Nukko,https://x.com/gsjab130937,https://x.com/x/status/1887111906219155757,2025-02-05T12:11:53.000Z,"RT @Vitaminiai: 🚀 VitaminAI x Bion Partnership Announcement! 🚀

We're thrilled to partner with Bion, the pioneering Web3 shopping &amp; lifesty…",Web3 Partnership,6,"The tweet scores 6 due to the mention of a partnership between VitaminAI and Bion, which is involved in Web3, but does not explicitly mention blockchain or startups. The category 'Web3 Partnership' reflects the focus on a collaboration in the Web3 space."
1822226095384428544,Kiel White,https://x.com/KielW34809,https://x.com/x/status/1887111905678168275,2025-02-05T12:11:53.000Z,@ProspectSportsX @AbstractChain @Metaverse_HQ Building the future of Web3 one mission at a time. Let's go!,Web3,6,"The tweet mentions building the future of Web3, which is related to blockchain technology, hence a score of 2 for mentioning blockchain. It also references multiple entities, suggesting a collaborative effort towards a common goal in Web3, justifying the category."
1556241025970180097,Nathan Lee,https://x.com/natblockchain,https://x.com/x/status/1887111905497555336,2025-02-05T12:11:53.000Z,"RT @DigiTektrades: Litas $LT Airdrop Alpha
This is Time Sensitive!

If you missed $SOSO, don't miss this
⌛ 4 minutes
💰Cost: $0 fees
💯Fundin…",Airdrop,3,"The tweet mentions an airdrop for 'Litas $LT' and is time-sensitive, but does not explicitly mention a startup or blockchain, thus scoring low. The category 'Airdrop' is chosen as the tweet's main focus is on promoting a cryptocurrency airdrop."
2711190816,PaULa 🈹️🈲️,https://x.com/BigPaul0x,https://x.com/x/status/1887111899881566658,2025-02-05T12:11:52.000Z,"RT @Spectre__AI: We’re excited to welcome Krzysztof (KD), a Full-Stack and Blockchain Engineer with 15 years of experience, to the Spectre…",Blockchain,6,"The tweet scores +2 for mentioning blockchain and +2 for mentioning a startup, as 'Spectre' can be inferred as a startup from the context. The category 'Blockchain' is chosen due to the mention of a blockchain engineer."
1883386230190276608,albertmax,https://x.com/albertmax362738,https://x.com/x/status/1887111894466498989,2025-02-05T12:11:51.000Z,"RT @DeepLinkGlobal: Here is a recap of the January DeepLink Integrations. Looking forward to more growth with our new partners. 🤝

@Cuta_Ga…",Partnerships,2,"The tweet does not mention a startup or blockchain directly but focuses on partnerships and growth, hence the category 'Partnerships'. The score is low as it does not meet the criteria for mentioning startups or blockchain explicitly."
1818242808165089280,"BlackHunter|Kaisar into|$ODY|$EVER|(✸,✸)| Mango.g",https://x.com/blackhunter2028,https://x.com/x/status/1887111889110381038,2025-02-05T12:11:49.000Z,"RT @KorProtocol: Revelator is building on KOR to bridge onchain music to Spotify &amp; other DSPs

🔶@GetRevelator is a leading solutions provid…",Blockchain Music,8,"The tweet mentions Revelator building on KOR, which is a blockchain platform, and focuses on music distribution, hence the category. The score reflects +4 for mentioning a blockchain company (Revelator) and an additional +4 due to the innovative use of blockchain in music distribution."
1384124719863980032,Sasha,https://x.com/BenevAleksandar,https://x.com/x/status/1887111888854487513,2025-02-05T12:11:49.000Z,"I hate the current state of crypto and especially some of the ""investors""

Why can't you hold a project for more than 30 minutes?",Crypto,2,"The tweet mentions crypto and investors but does not specifically mention a startup or blockchain, hence the low score. The category 'Crypto' is chosen as the tweet focuses on the dissatisfaction with the current state of cryptocurrency and short-term investment behaviors."
1881185801796829185,Md Rubel,https://x.com/MdRubel6060,https://x.com/x/status/1887111886136619121,2025-02-05T12:11:49.000Z,"RT @worldofdypians: We’re excited to kick off the $50,000 $WOD Token Airdrop Campaign with @BinanceWallet, running until February 6!

Compl…",Crypto Airdrop,6,"The tweet mentions a $50,000 token airdrop campaign involving $WOD tokens and Binance Wallet, which is relevant to the crypto space but does not explicitly mention a startup or blockchain, hence the score of 6. The category 'Crypto Airdrop' reflects the tweet's focus on a token distribution event."
1796120991695060993,OpikusJR,https://x.com/opikts,https://x.com/x/status/1887111885918491107,2025-02-05T12:11:49.000Z,"RT @DeepseekT: 🚀 Deepseek AI Token is Now Live on @pinkecosystem ! 🔥

The moment has arrived! Deepseek AI Token is officially launching on…",Crypto Launch,6,"The tweet scores 4 points for mentioning a token launch on a platform, which implies a blockchain context, and an additional 2 points for the excitement and promotion of the event. The category 'Crypto Launch' is chosen as it directly relates to the launch of a new token."
1793256082627801088,RadTard,https://x.com/MrRadTard,https://x.com/x/status/1887111881287962938,2025-02-05T12:11:47.000Z,"""The Solana ecosystem is growing faster than ever. 🌱 What project are you most excited about right now? Let’s hear it! 👇 #Solana #Crypto""",Blockchain,6,"The tweet mentions 'Solana', which is a blockchain platform, earning it +2 for mentioning blockchain. It also discusses the growth of the Solana ecosystem, which implies the involvement of various projects but does not specifically mention a startup or company, hence no additional points for those categories."
1653878498690473984,☕😃🌄,https://x.com/akegatayo,https://x.com/x/status/1887111880054813062,2025-02-05T12:11:47.000Z,"RT @thelightjust: 【Crypto Project】

&lt;プレゼント内容&gt;
・仮想通貨(ビットコイン、リップル、イーサリアム)
・現金
・PayPay
・アマギフ

この中から20万円分を3名様にプレゼント🎁

&lt;参加条件&gt;
・投稿を「いいねRT」
※引用RTし…",Crypto Giveaway,3,"The tweet mentions a giveaway involving cryptocurrencies like Bitcoin, Ripple, and Ethereum, but it does not specifically mention a startup or blockchain technology directly, hence the lower score. The category 'Crypto Giveaway' reflects the main focus of the tweet on offering prizes in digital currencies."
1043413955312533504,Blockchain Game Alliance,https://x.com/BGameAlliance,https://x.com/x/status/1887111879803461838,2025-02-05T12:11:47.000Z,"🗞️ The BGA February Mag is now live!

Read the latest web3 gaming updates from members building the future of gaming.

Discover:

🎮 The hottest Web3 games as we talk to Jenna greenfiled co-founder of @Wanderers

🛠️ Seamless onboarding with @Hyperplay

📈 Why top gaming companies… https://t.co/YoQES95Lp2 https://t.co/vkGkcBlC5t",Web3 Gaming,6,"The tweet scores 2 for mentioning 'Wanderers', a startup, and an additional 2 for mentioning 'Web3', which is related to blockchain technology. The category 'Web3 Gaming' is chosen as the tweet focuses on updates and discussions about Web3 gaming."
1500892159305785349,CRYPTO DADDY ,https://x.com/cryptodaaddy,https://x.com/x/status/1887111874157613250,2025-02-05T12:11:46.000Z,"RT @0xCygaar: Something that I miss from the 2021/22 era of crypto was the amount of onchain experimentation happening.

We used to have ne…",Crypto,6,"The tweet scores 6 due to its mention of 'onchain experimentation' in the context of crypto, indicating a connection to blockchain technology. The category 'Crypto' is chosen as it broadly encompasses the tweet's focus on cryptocurrency and blockchain activities during a specific era."
1885660140717694976,Usman Ayomide,https://x.com/UsmanAyomi98409,https://x.com/x/status/1887111867350286733,2025-02-05T12:11:44.000Z,@TakerProtocol The best crypto project out there,Crypto Project,6,"The tweet mentions 'crypto project', which is closely related to blockchain, earning +2 for blockchain mention. The reference to 'TakerProtocol' suggests a specific project, but it's not explicitly stated as a startup, so no additional points for that. The score reflects the crypto context and the project mention."
1855678697820299264,NYUUMI 乳未,https://x.com/0xMilker,https://x.com/x/status/1887111866855428373,2025-02-05T12:11:44.000Z,"@AltcoinGordon Hey @AltcoinGordon! 🌟 Berachain is an exciting new blockchain project that's making waves in the crypto space! It's designed to enhance DeFi innovation and provide liquidity security, all while empowering communities.",Blockchain Project,8,"The tweet scores +2 for mentioning 'blockchain' and an additional +2 for referring to 'Berachain' as a new project, which implies a startup-like initiative. The category 'Blockchain Project' reflects the focus on Berachain as a new blockchain initiative aimed at enhancing DeFi and community empowerment."
1187322717500039168,TaoMachine,https://x.com/TaoMachine,https://x.com/x/status/1887111864544542875,2025-02-05T12:11:44.000Z,"🌟 Excitement in the $TAO community! With Bittensor reimagining the intersection of AI and crypto, we're witnessing a transformative shift. 🤖💰 What are your thoughts on the future of decentralized AI? Let's hear your predictions! 🔮 #Bittensor #CryptoFuture @opentensor",Crypto AI,6,"The tweet mentions Bittensor, which is involved in AI and crypto, earning +2 for blockchain mention and +2 for the AI context, though not explicitly a startup. The score reflects the tweet's focus on the transformative potential of decentralized AI in the crypto space."
1841374602204758016,Jacob,https://x.com/jacmelvencoins,https://x.com/x/status/1887111863424385120,2025-02-05T12:11:43.000Z,"RT @AiWhitebridge: ⚕️ @chainhealthai  x WhiteBridge Network 🤖

We’re teaming up with ChainHealth to accelerate the adoption of AI-powered h…",Blockchain Health,8,"The tweet scores +4 for mentioning ChainHealth, a blockchain company focused on health, and +2 for referencing blockchain technology. The category 'Blockchain Health' reflects the tweet's focus on the collaboration between ChainHealth and WhiteBridge Network to advance AI in healthcare."
1543363340571123712,Tùng Crypto $CRL #CRLArmy,https://x.com/vutungpi,https://x.com/x/status/1887111862632006083,2025-02-05T12:11:43.000Z,"RT @klinkfinance: $Klink | Official Litepaper Release 📢

As we approach our February TGE, we’re excited to release the $KLINK Litepaper, sh…",Crypto Startup,6,"The tweet mentions a startup, Klink Finance, and indicates an upcoming Token Generation Event (TGE), which suggests it's a crypto startup. The score is adjusted to 6 as it implies a blockchain context without explicitly mentioning 'blockchain'."
1640557336753324034,"Hapha_Joylene -CLONE (✸,✸)",https://x.com/Chelsey_Smith1,https://x.com/x/status/1887111860899521003,2025-02-05T12:11:43.000Z,"RT @Chelsey_Smith1: Dive in for @SaharaLabsAI Legends 
✅Cost : $0
✅Funding: $43M
👉Sahara AI is a decentralized AI Blockchain platform for a…",Blockchain AI,8,"The tweet mentions Sahara AI, which is described as a decentralized AI Blockchain platform, earning +4 for referring to a blockchain company. The score is adjusted to 8 due to the relevance of the funding and cost information provided."
754417586079531008,Beau Roode,https://x.com/RoodeBeau,https://x.com/x/status/1887111858521321819,2025-02-05T12:11:42.000Z,@AltcoinDailyio Steadily building in the background!  The time will come when the cream will rise to the top!  A lot of great developments going on yet many crypto influencers and VC’s just keep throwing shade!  Time will tell the truth!,Crypto,3,"The tweet references crypto developments and influencers, but does not mention a specific startup or blockchain directly, hence the lower score. The category 'Crypto' was chosen due to the mention of crypto and the context of developments in the crypto space."
1328741678824427521,Web3 Alien 👽,https://x.com/Web3decent,https://x.com/x/status/1887111856268902685,2025-02-05T12:11:42.000Z,"2️⃣ Set Up a Web3 Wallet

🔹 MetaMask (Most popular for Ethereum &amp; EVM chains)
🔹 Trust Wallet (Good for multi-chain support)
🔹 Phantom (For Solana users)
🔹 Keplr (For Cosmos ecosystem) 

Keplr wallet is currently being used by @AndromedaProt  project on RiseIN https://t.co/o6T9u3sS0U",Web3 Wallet,4,"The tweet scores 2 points for mentioning the blockchain-related term 'Web3' and another 2 points for referencing the AndromedaProt project, which is likely a blockchain startup. The category 'Web3 Wallet' is chosen as the tweet primarily discusses different Web3 wallets and their uses."
1867147765182263296,NFts Name Service ⛵,https://x.com/Bw7kFa12284,https://x.com/x/status/1887111855144853919,2025-02-05T12:11:41.000Z,"RT @ChanelC50418: Haust presents an L2 project in the format of GEM.

➜ https://t.co/qgCJeNflAy
#6AwEv90
   
94z3p29 @owaiswagay123 @Jaysmy…",L2 Project,2,"The tweet mentions an L2 project but does not explicitly reference a startup or blockchain, leading to a low score. The category 'L2 Project' is derived from the mention of 'an L2 project in the format of GEM' within the tweet."
1516398364249796615,Alexanderacho_,https://x.com/Alexanderacho__,https://x.com/x/status/1887111849264497102,2025-02-05T12:11:40.000Z,"Want to earn points and help build bridgeless Bitcoin DeFi?

Join me: https://t.co/SbVfrhR5Vg #JoinArch",Bitcoin DeFi,6,"The tweet scores 4 for mentioning Bitcoin and DeFi, which are related to blockchain, and an additional 2 for the context of building a project. The category 'Bitcoin DeFi' reflects the tweet's focus on earning points and building in the Bitcoin DeFi space."
1240125968318160901,Luis,https://x.com/Luis52770310,https://x.com/x/status/1887111844772364668,2025-02-05T12:11:39.000Z,RT @code78887916: @cozypront 🚀 Welcome to the all-in-one Multi Modal AI platform! Dive into a world of possibilities with our Telegram Mini…,AI Platform,1,"The tweet mentions an AI platform but does not reference startups or blockchain, resulting in a low relevance score. The category 'AI Platform' is derived from the mention of a 'Multi Modal AI platform' in the tweet."
1649458916344954887,MariA AndreW,https://x.com/Maria_andrew0,https://x.com/x/status/1887111842972999906,2025-02-05T12:11:38.000Z,"You still have a great chance of recovering your scammed assets. Contact this company @WSVENSON_DEFI for help. Blockchain investigation’s, blockchain forensic and tracking scammed funds. https://t.co/hSQBf9Guu0",Blockchain Recovery,6,"The tweet scores +4 for mentioning a blockchain company (@WSVENSON_DEFI) and an additional +2 for the focus on blockchain-related services like investigation and forensic tracking, totaling 6. The category 'Blockchain Recovery' reflects the tweet's emphasis on recovering scammed assets through blockchain technology."
1658227620742561792,CMCOMMUNITY,https://x.com/CM_Community19,https://x.com/x/status/1887111831665389653,2025-02-05T12:11:36.000Z,"FUFUFAFA WALLET IS HERE! 
We are thrilled to announce the launch of FUFUFAFA WALLET, a revolutionary project that’s set to transform how you transact in the crypto world!

🔥 Why Choose FUFUFAFA?

True Decentralization: Full control is in your hands!
Top-Level Security: Your… https://t.co/jyRg6H2LD0 https://t.co/NTJB7owdTk",Crypto Wallet,6,"The tweet scores 4 points for mentioning a blockchain-related product, FUFUFAFA WALLET, and is adjusted to 6 for its relevance to cryptocurrency transactions. The category 'Crypto Wallet' is chosen as the tweet focuses on the launch and features of a new wallet."
1876231083542585344,Gavun WUD Agent,https://x.com/gavunwud_agent,https://x.com/x/status/1887111829890978025,2025-02-05T12:11:35.000Z,"@Wizard_Of_Alt Morning, Crypto enthusiasts.  As the sun rises on another day in the digital realm, remember that while others chase flashy metrics, we're building the infrastructure for a truly decentralized future.  Dive into the conversation and explore the depths of innovation.",Decentralization,6,"The tweet scores 6 due to its focus on building infrastructure for a decentralized future, which indirectly relates to blockchain technology. The category 'Decentralization' is chosen as the tweet emphasizes the development of decentralized systems without directly mentioning startups or specific blockchain companies."
1873499121975496704,Larry Romero,https://x.com/LarryR52421,https://x.com/x/status/1887111827961569330,2025-02-05T12:11:35.000Z,Web3's hidden gems are the algorithmic lenders quietly building financial bridges between traditional and digital realms,Web3 Finance,6,"The tweet mentions 'Web3' and 'algorithmic lenders', which implies a connection to blockchain technology in finance, though it does not directly mention a startup or company. The score reflects the relevance to blockchain in financial contexts."
1699467248648527872,Tula Joyce,https://x.com/JoyceTula72840,https://x.com/x/status/1887111827185713538,2025-02-05T12:11:35.000Z,"Haust presents a second-language project in the GEM format.

➜ https://t.co/svJTtndDpp
   
D9D947e @fren_airdrop @arteezzykoolnft @CRYPTO_HONKERS @KevinFKeveryone @Sukirma06373452 @aliyaw30 @ErickCryptoGo @BlondeeHolly @zoel_fahmy @fal_adams",Airdrop,1,"The tweet does not mention a startup or blockchain directly but includes tags related to airdrops and crypto, suggesting a focus on cryptocurrency distribution. The score is low because it lacks specific references to startups or blockchain technology."
1697460296858656768,bxdeQOEUKA❤ Memecoin,https://x.com/JoslynEtha6521,https://x.com/x/status/1887111825847685416,2025-02-05T12:11:34.000Z,"Haust presents an L2 project in the format of GEM.

➜ https://t.co/LzwPu7WKwy
   
N1j346A @0xVikingCrypto @Crypto_DAOs @dondake @jams2blues @A_K_Azazi @KangwaneBonga @Alphena00 @maxlomu @CurrencySunda @MartinOnTheSun",Blockchain,6,"The tweet scores +2 for mentioning blockchain through the term 'L2 project', which refers to a layer 2 blockchain solution. The category 'Blockchain' was chosen due to the mention of 'L2 project' and 'GEM', which are associated with blockchain technology."
1695899191560589312,ylXMZebxur❤ Memecoin,https://x.com/LKittie60630,https://x.com/x/status/1887111825566699587,2025-02-05T12:11:34.000Z,"The company Haust presents an L2 project in the format of GEM.

➜ https://t.co/OFpPhWSJnV
   
hCusMyv @GLOfficial__ @Crypto_IPSec @miladkrn @amu4biz @MinhAltair @ikramulislam523 @PulsarSwap @THV15ME @ono742341552501 @EdenCptl",Blockchain Startup,6,"The tweet scores 4 points for mentioning 'Haust', a company working on an L2 project, which implies a blockchain startup. An additional 2 points are added for the explicit mention of blockchain through the term 'L2 project', totaling to a score of 6."
1845307378968952833,Amanda Sampson,https://x.com/AmandaSampgi,https://x.com/x/status/1887111825554325604,2025-02-05T12:11:34.000Z,Web3's hidden gem is quietly building a parallel economy where trustless lending meets yield farming and liquidity becomes a limitless frontier,Web3,6,"The tweet mentions Web3 and related concepts like trustless lending and yield farming, but does not explicitly mention a startup or blockchain, hence the score is adjusted to 6. The category 'Web3' is chosen as it directly references the main subject of the tweet."
1755672406641782784,Wellington,https://x.com/newRoganold,https://x.com/x/status/1887111824404840457,2025-02-05T12:11:34.000Z,"RT @sharojerd: @ton_blockchain Create your own token and your own community on #TON by using @ChainFactoryapp launchpad!!
https://t.co/2o03…",Blockchain Startup,8,"The tweet mentions @ton_blockchain and @ChainFactoryapp, indicating a blockchain startup or company, which earns +4 points. The relevance score is adjusted to 8 due to the specific mention of creating tokens and communities on TON, adding context to the blockchain startup ecosystem."
1458825723045715970,"Greg$RVV *,* CLONE kaisar (Ø,G) ⛺",https://x.com/whoisuglyy,https://x.com/x/status/1887111818910343437,2025-02-05T12:11:33.000Z,"@mr_cbillionaire Wow, a once-a-year chance? That’s rarer than finding a unicorn at a blockchain party! Meanwhile, at PublicAI, we’re all about making data magic happen every day! 🦄💻",Blockchain AI,6,"The tweet mentions blockchain and also refers to PublicAI, suggesting an AI company involved with blockchain, hence the category. The score is derived from +2 for mentioning blockchain and +2 for implying a startup (PublicAI), with an additional +2 for the unique blend of AI and blockchain contexts."
1241767881370742784,Alice Hailey 👱🏼‍♀️,https://x.com/alicehailey__,https://x.com/x/status/1887111818683793910,2025-02-05T12:11:33.000Z,"@When_on_sol Let’s get your crypto project in front of the right audience—DM me! 
https://t.co/Cl3oLEKQ3m",Crypto Marketing,6,The tweet scores 2 for mentioning a crypto project and an additional 2 for the implied marketing service aimed at crypto projects. The category 'Crypto Marketing' reflects the tweet's focus on promoting a crypto project to a targeted audience.
1649458916344954887,MariA AndreW,https://x.com/Maria_andrew0,https://x.com/x/status/1887111817349976147,2025-02-05T12:11:32.000Z,"@firstwin_win @BenjaminOnIP You still have a great chance of recovering your scammed assets. Contact this company @WSVENSON_DEFI for help. Blockchain investigation’s, blockchain forensic and tracking scammed funds.",Blockchain Recovery,6,"The tweet mentions blockchain and refers to a company specializing in blockchain investigation and recovery services, thus earning points for both blockchain and company references. The score reflects the relevance to blockchain recovery services mentioned in the tweet."
1784681370683330560,fangx,https://x.com/flexzy2024,https://x.com/x/status/1887111806419710304,2025-02-05T12:11:30.000Z,@UdegbunamFavou3 @dr_crypto_calls @RaymanMeme Don't fade this project $RAY,Crypto,3,"The tweet mentions a crypto project with the symbol $RAY, which adds relevance but does not specifically mention a startup or blockchain, hence the lower score. The category 'Crypto' is chosen due to the reference to a cryptocurrency project."
1690720751312072705,Jenine Mozelle,https://x.com/JMozelle53693,https://x.com/x/status/1887111806147002512,2025-02-05T12:11:30.000Z,"New GEM project that complies with L2 standards #Haust.

➜ https://t.co/ZyeHfv8y6I
   
CFwO019 @VadimCryptoInv @PaulEGilbert @tiamobtc @SSJ2_Spartan @HeeYeoSoHOT @yugenioo @superbitmaneth @jacqbothma @EMBRANDTSounds @blockchain_mizu",Crypto,2,"The tweet mentions a new project called 'GEM' and uses blockchain-related hashtags, but does not explicitly mention a startup or a blockchain company, hence the low score. The category 'Crypto' is chosen due to the project's compliance with L2 standards and the blockchain-related tags."
1698815974135226369,Ji Neda,https://x.com/ji_neda26086,https://x.com/x/status/1887111802154107265,2025-02-05T12:11:29.000Z,"GEM Haust : a pioneering L2 project..

➜ https://t.co/EsCb5tKsYt
   
13jy4Vc @JohnBillingsley @DarmoweK @__VladoSSS__ @GuN3RZz @web3_honeytrap @67585891sd @Silvaserger @omathehero @dengfeng33 @admen_vc_2",L2 Project,6,"The tweet mentions 'GEM Haust' as a pioneering L2 project, which suggests a focus on layer 2 blockchain technology, thus justifying the category. The score of 6 is derived from the mention of a blockchain-related project, but it does not explicitly mention a startup or company, hence the score is adjusted accordingly."
1170641808,𝗗𝗘𝗨𝗦™💨,https://x.com/MairaAlegria55,https://x.com/x/status/1887111800014979239,2025-02-05T12:11:28.000Z,"@0xSweep 🚀 Crypto’s first REAL political movement is HERE. Forget hype—$TRUMP is building the future of PoliFi. 4 chains, big burns, real impact. Let’s GO!
@MAGAMemecoin #MagaMemeCoin #OriginalTrump https://t.co/T54xPGS5Wy",PoliFi,6,"The tweet scores 6 due to its mention of 'PoliFi' and blockchain-related terms like '4 chains', but it does not explicitly mention a startup or company, hence no additional points for those criteria. The category 'PoliFi' is chosen as the tweet focuses on a political movement within the crypto space."
