id,created_at,text,author_id,referenced_tweet_id,tweet_url,like_count_ref,reply_count_ref,retweet_count_ref,impression_count_ref,author_name,referenced_username,author_url,referenced_author_description,text_ref,label_text,label_textref
1912231324490006866,2025-04-15 19:47:29+00,"@Somnia_Network Wow, the launch of Somnia's Shannon Testnet is absolutely incredible! Aiming for 1 million users to experience 1M TPS with sub-second finality is a game-changer for Web3 innovation.The integration of dev tools,validators, and staking protocols shows how committed
@Somnia_Network",1468807181764026372,1892937635552759852,https://x.com/x/status/1912231324490006866,,,,,"mkurd🐉 $MON (✸,✸)",Somnia_Network,https://x.com/mkurd1378,"For millions of users, the fastest (1M+ TPS) and most cost-efficient EVM L1 blockchain with Multistream Consensus, Bringing entire worlds’ data fully on-chain.","The time is NOW! Somnia’s Testnet: Shannon is LIVE. 🚀
https://t.co/I5aGehdkwF

Built to handle MILLIONS of users: fast, stable, and ready for real-world apps at scale. We’re aiming to have at least 1 MILLION users test it out!

✅ All essential dev tools integrated
✅ Live 3rd-party validators & staking protocols
✅ More projects launching on Testnet

Are you in? 💻✨

#Somnia #Web3 #TestnetLaunch",,
1912231325911982565,2025-04-15 19:47:30+00,"2/ ▫️ Unleashing a New AI x Web3 x Social Ecosystem

Emp Cloud integrates tooling to help you build:

— Arbitrage agents across chains
— Yield optimizers rebalancing vaults
— Portfolio trackers surfacing live signals
— Liquidation monitors watching your perps &amp; market conditions",1639116527164088320,1912231313299632170,https://x.com/x/status/1912231325911982565,,,,,Empyreal,EmpyrealSDK,https://x.com/EmpyrealSDK,Intelligent infrastructure for web3. Enabling anyone to launch onchain AI agents from social media using natural language with @SimulacrumAI.  $EMP,NaN,,
1912231328218497048,2025-04-15 19:47:30+00,"@JSKPLAY @DeepakMookram @crypto_koracle @ghostweb3_X @Danny4582851 Cowboy* and maybe if your emotions didn’t change like a light switch I wouldn’t have to. You come on these pages one day loving the project and talking it up, the next day you’re crying about it, a big circle. But I’m glad to see you’ve found the light and seem to be here to stay",1340408028630290432,1912200167295758822,https://x.com/x/status/1912231328218497048,,,,,VolatilityCowboy,JSKPLAY,https://x.com/Fireteam_6,"Downloaded this app in 2020, opened it in 2025",NaN,,
1912231350217896296,2025-04-15 19:47:36+00,"4/ Emp Cloud dramatically reduces time-to-value and increases productivity for anyone building onchain AI agents.

It becomes the backbone for AI-native applications at the intersection of Web3 and social media.

With $EMP poised to capture all of this value as usage scales.",1639116527164088320,1912231338171826659,https://x.com/x/status/1912231350217896296,,,,,Empyreal,EmpyrealSDK,https://x.com/EmpyrealSDK,Intelligent infrastructure for web3. Enabling anyone to launch onchain AI agents from social media using natural language with @SimulacrumAI.  $EMP,"3/ ▫️ Building Blocks for a Decentralized AI Economy

👤 For users:
Launch your own personal DeFAI agents that talk to you on Telegram, or post on X, and act autonomously within your boundaries.

🧰 For builders:
Monetize your agents in our marketplace, compose specialized agents into powerful systems, and create revenue streams through user adoption.",,
1912231388251562326,2025-04-15 19:47:45+00,@cryptoimage7 @ApeCryptos Amazing project in the crypto space $BTC has potential,1856614731123175425,1912229232664527241,https://x.com/x/status/1912231388251562326,,,,,Joshua,cryptoimage7,https://x.com/andrian_jo96166,Crypto analysts,NaN,,
1912231393251242213,2025-04-15 19:47:46+00,"@slingdeez @shahh Bring Your Project to Life*
HAVE A PROJECT IN MIND?
SUPER⚡SONICAI_COIN provides fuel.
Turn your ideas into reality.
Make your vision happen.
Succeed.
X: https://t.co/aE0uAM08N1
Tg: https://t.co/sXgRUuqgrD
#SuperSonicAI #memecoin #web3 #SonicCoin #Altcoins https://t.co/LGJooqp931",1870837967532466176,1912229464856985963,https://x.com/x/status/1912231393251242213,,,,,Danger ⛔️,slingdeez,https://x.com/count_08,gooning for a check with the JFC / @SlingshotCrypto 👉 https://t.co/eaeIzxhP6U,NaN,,
1912232328593854901,2025-04-15 19:51:29+00,"Ethereum’s composability is its superpower. Every new dApp or project strengthens the ecosystem. Together, we build Web3. #Ethereum #Composability #DeFi Proof of stake. #Altcoin #DeFi The future of finance is decentralized. Community is strength. #Blockchain Early adopters win.",3250372171,,https://x.com/x/status/1912232328593854901,,,,,Vũ Hồng Tiến,NaN,https://x.com/Tien7397,NaN,NaN,,
1912232332213526567,2025-04-15 19:51:30+00,"🚀 🌕 Claiming my #NILATOKEN!
To the moon we go! 🚀🌟 . Complete fun tasks, earn tokens, and be part of our vibrant
community! 💰
🔗 Join our Airdrop :  {https://t.co/6Z5Mi9741f}
@nilatoken #Crypto #Airdrop #DeFi #CryptoCommunity",1742427346593083392,,https://x.com/x/status/1912232332213526567,,,,,Barok,NaN,https://x.com/Barok41_,NaN,NaN,,
1912232343638872418,2025-04-15 19:51:32+00,"WILDGO is building a next-gen gaming ecosystem powered by $WOWGO! 🏆🎮

🌟 WILDGO Clicker – Fun &amp; easy-to-play!
🏆 WILDGO PlayFi – Compete &amp; earn rewards!
🐾 Virtual Pets – Own blockchain pets!
🔥 WILDZOO – More gaming adventures coming!
Join the movement! 🚀🐶
@wildgocoin https://t.co/koUVXTumUJ",1838603555340455936,,https://x.com/x/status/1912232343638872418,,,,,Ayodele John | Decentralizer,NaN,https://x.com/JohnAyodel27056,NaN,NaN,,
1912232357253308677,2025-04-15 19:51:36+00,"GN Web3 
See you tomorrow 

Have you tried to apply for Grant's on Somnia Network @Somnia_Network 

🧭 You can Consider Applying for Grants. If you’re a developer, apply for the $10 million ecosystem grant program.

🧭 Go to the home page of the Somnia website 
🧭 Go to build and https://t.co/4pRuvO8aSy",1685251013857476608,,https://x.com/x/status/1912232357253308677,,,,,kenn.eth,NaN,https://x.com/keenn_eth,NaN,NaN,,
1912232366023799040,2025-04-15 19:51:38+00,@FlareNetworks @a41_allforone @ankr @ChainbaseVA @googlecloud @intotheblock @nortso Having #Ankr as a node validator is truly a game-changer for any blockchain project! Their battle-tested infrastructure expertise brings instant credibility and technical robustness that most projects can only dream of,68198612,1911079471756562524,https://x.com/x/status/1912232366023799040,,,,,Iamvalentino.Eth ꧁IP꧂,FlareNetworks,https://x.com/_Iamvalentino,The platform for non smart contract asset DeFi. Built on enshrined data protocols.,"Experienced ➕ Independent infrastructure providers are the backbone of Flare.

Professional validators: Renowned entities operating validators while also contributing data to Flare.

➡️ @a41_allforone, @ankr, @ChainbaseVA, @googlecloud, @intotheblock, @nortso

Independent validators: Many have been deeply involved in both Flare staking and FTSO data provision since the network’s launch.

➡️ @4DadsFtso, @aucc_official, @flareoracle_io, @EDP_FTSO

And 70+ more entities powering our robust network.

🔍 Verify and check real-time performance:
https://t.co/d5VaxfnAN0",,
1912232387632853221,2025-04-15 19:51:43+00,"I just claimed my ZTC tokens using the Zenchain Testnet Faucet! 🚀 Get yours now and start building on the most secure Bitcoin Layer 1.

 https://t.co/N2CCPwL7AM

 #Zenchain #Crypto #Blockchain",1406821084347863040,,https://x.com/x/status/1912232387632853221,,,,,Aksara,NaN,https://x.com/Aksara88123114,NaN,NaN,,
1912232388773499028,2025-04-15 19:51:43+00,"Donald trump on the way to launch a monopoly style game on blockchain ! @pumpdotfun 

CA: VHgSDm4FwtMM7BfeaaYa7s5efnN6fp3dFMyeXRrpump

#degen #crypto #trenches #pumpfun https://t.co/MgaicgIlAk",1689768448581132288,,https://x.com/x/status/1912232388773499028,,,,,Just a poor DEV,NaN,https://x.com/sopoordev,NaN,NaN,,
1912232391638139277,2025-04-15 19:51:44+00,@2xnmore $LTO with it s strong utility L1 Blockchain + a end to end $RWA solution ~&gt; #EQTY LAUNCH SOON,1483037656191840258,1912136007421689946,https://x.com/x/status/1912232391638139277,,,,,yogui,2xnmore,https://x.com/yoyoguiguite,"Demystifying DeFi & Web3—insights, analysis, and strategies for the future of crypto.",NaN,,
1912232405450084825,2025-04-15 19:51:47+00,"Boom 💥 

🇺🇸 President Trump plans to launch a crypto real estate game similar to monopoly which will allow players to earn in-game cash.

( Source : Fortune ) https://t.co/aIqj6UiP5P",1856155494206857216,,https://x.com/x/status/1912232405450084825,,,,,Hailey Welch,NaN,https://x.com/HaileyWelc25156,NaN,NaN,,
